lead,co_lead,organisation,title,year,abstract,keywords,type,status,id,Org-Swiss Tropical and Public Health Institute,Org-Faculty of Science,Org-Faculty of Medicine,Org-Faculty of Psychology,Org-Faculty of Business and Economics,Org-Institute for Biomedical Ethics,Org-Faculty of Humanties and Social Sciences,Org-Friedrich Miescher Institute for Biomedical Research,Org-Faculty of Law,Org-Center for Philantropy Studies,Org-Institute of Molecular and Clinical Ophthalmology Basel,Org-Institute for European Global Studies,Org-Faculty of Theology,Org-Institute for Educational Sciences,Org-Swisspeace,Org-Basel Institute on Governance,doc_id,SDG-01-Aurora,SDG-02-Aurora,SDG-03-Aurora,SDG-04-Aurora,SDG-05-Aurora,SDG-06-Aurora,SDG-07-Aurora,SDG-08-Aurora,SDG-09-Aurora,SDG-10-Aurora,SDG-11-Aurora,SDG-12-Aurora,SDG-13-Aurora,SDG-14-Aurora,SDG-15-Aurora,SDG-16-Aurora,SDG-17-Aurora,SDG-01-Elsevier,SDG-02-Elsevier,SDG-03-Elsevier,SDG-04-Elsevier,SDG-05-Elsevier,SDG-06-Elsevier,SDG-07-Elsevier,SDG-08-Elsevier,SDG-09-Elsevier,SDG-10-Elsevier,SDG-11-Elsevier,SDG-12-Elsevier,SDG-13-Elsevier,SDG-14-Elsevier,SDG-15-Elsevier,SDG-16-Elsevier
"Martin, Angela",NA,"Departement Künste, Medien, Philosophie / Theoretische Philosophie (Wild)",Beastly Politics,2019,"There is broad consensus in contemporary animal ethics that sentient nonhuman animals matter morally in their own right. As a consequence, it is widely recognized that humans have negative duties (that is, duties of non-interference and non-maleficence) towards them. In other words, humans should not inflict unnecessary harms upon animals. Less attention, however, has been paid to the question of whether humans have positive duties (that is, duties of assistance) towards animals, and if so, what those duties encompass, whether those duties vary according to the type of animal under consideration, and what should be done if those duties are in conflict with others that we hold. Additionally, it is unclear who bears such duties and responsibilities: is it merely individuals, or are these collective duties all members of a society share? If the latter is the case, do these duties have to be implemented on a political level? Do animals have a claim for having their interests represented on a political level, and should their interests thus be taken into consideration in the process of political decision-making? However, since animals cannot voice their interests themselves in political deliberations (similar to future generations, young children and cognitively disabled individuals), new ways have to be found to represent their interests. Furthermore, the project will explore how such positive duties might be appropriately balanced and prioritized given scarce resources and the pressing existing obligations towards humans, and how these duties can be institutionalized on a political level.",NA,external_funding,Active,4483714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sinues, Pablo",NA,Departement Biomedical Engineering / Translational Medicine Breath Research (Sinues); Bereich Kinder- und Jugendheilkunde (Klinik) / Pädiatrische Umweltmedizin (Sinues),Individualized Drug Dosage Guided by Breath Analysis,2019,"For a small fraction of all therapeutic drugs currently used, routine monitoring is crucial. The reason for this is that the gap between therapeutic and toxic concentration is very narrow. This, combined with the fact that there exists high inter-individual variability, has led to the need for therapeutic drug monitoring (TDM). The goal of TDM is to individualize the dosage to achieve maximum efficacy and at the same time minimize drug toxicity. TDM has obvious clinical benefits for patients and healthcare systems. However, TDM in children is particularly challenging. In addition, traditionally used venipunctures to determine drug concentrations are not well tolerated by children. The goal of this project is to address these challenges by providing a non-invasive and patient-specific solution, whereby drugs requiring TDM in children will be monitored in exhaled breath. We will use a cutting-edge analytical platform (i.e. secondary electrospray ionization-mass spectrometry) available at the University Children's Hospital Basel to detect drugs in breath with unparalleled speed, selectivity and sensitivity. Initially, we will measure simultaneously blood and breath concentrations of drugs routinely monitored in our hospital (e.g. anti-convulsants). We will then use this information as an input to develop pharmacokinetic computational models to predict blood concentrations based on the breath test read-out. During the final phase, we will validate these models in an independent group of patients to proof the clinical transferability of breath-based tests to guide drug dosage on an individual basis. This project will have a tremendous impact on current pediatric TDM clinical practice by: i) enabling a more personalized treatment, hence reducing ineffective doses and adverse effects; ii) improving patients' outcome; iii) saving hospital costs and iv) gaining new insights on pharmacokinetic aspects such as key parameters governing the diffusion of drugs in the lungs.",Breath Tests; Theraputic Drug monitoring; Secondary Electrospray Ionization-High Resolution ; Drug Metabolomics; Pharmacokinetics,external_funding,Active,4487875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Douneva, Maria",NA,Departement Psychologie / Sozialpsychologie (Greifeneder),Toss and turn or toss and stop? Coin flips in decision-making,2019,"When struggling with decisions, individuals sometimes flip a coin. Interestingly, when looking at the coin flip's outcome, individuals do not necessarily follow the coin's suggestion, but experience satisfaction or dissatisfaction with the outcome and may even decide to flip the coin again. Given that they struggled with the decision before, this is surprising, and may suggest that the coin flip makes individuals realize what they really want. Within this project, I aim at demonstrating that (1) people can have a preference even when they claim being undecided and that this preference can predict emotional reactions to a coin flip's suggestion and in turn predict behavior, and (2) that people can experience a coin flip as giving them permission to act in a certain way. Carrying out this research project will advance the field of decision-making as it bridges the gap between making own decisions and delegating decisions, and will also have important practical implications given the many instances in which people feel undecided and end up delaying decisions to the detriment of their own and others' well-being.",NA,external_funding,Completed,4508016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Helmert, Malte",NA,Departement Mathematik und Informatik / Artificial Intelligence (Helmert),Integrating Deep Policy Learning with Model-Based Heuristic Search for AI Planning,2019,This project performs exploratory research to policy learning methods based on deep neural networks with model-based approaches to heuristic search for domain-independent planning as studied in the AI Planning community. The project is supported by IBM Research with an IBM Faculty Award.,NA,external_funding,Active,3137955,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Katapodi, Maria","Conley, Yvette; Miaskowski, Christine",Departement Klinische Forschung,B-CaSS - Breast Cancer Symptom Study: Cancer-related cognitive impairement,2019,"Early detection of breast cancer and advances in treatment have considerably increased the probability of survival for patients. However, patients who receive advanced treatments also experience short and long term side effects. Approximately 75% of breast cancer patients experience cancer related cognitive impairment (CRCI) prior to, during, or after treatment. CRCI remains a significant long-term problem for about 35% of breast cancer survivors. CRCI may interfere with patients' self-care activities, such as ability to adhere to treatment, manage side effects, and re-integrate into the workforce, which can have a negative impact on their quality of life. Current studies provide conflicting evidence about subgroups of breast cancer patient who might be at higher risk for experiencing CRCI. Little is known about the contribution of genetic variations in the catecholaminergic and serotonergic pathways in the development and severity of CRCI. Finally, although acupuncture is being recommended for the management of hot-flashes and pain in cancer patients, there is little evidence that acupuncture can contribute to the management of CRCI.  The specific aims of this study are to:  Identify subgroups of breast cancer patients who are at higher risk for CRCI (accounting for demographic characteristics and clinical predictors) during the first 6 months after surgery Explore associations between catecholaminergic and serotonergic genes with CRCI subgroup membership Evaluate the efficacy of acupuncture to reduce CRCI  The aims of the study will be addressed with quantitative, prospective, longitudinal, observational data collected in the U.S. regarding symptom burden among breast cancer patients prior to surgery and up to 60 months post systemic treatment (Aims 1 and 2); Aim 3 will be addressed with data collected in Germany for a prospective, single blind, randomized, controlled, multi-group comparison trial, which examined the efficacy of acupuncture for alleviating multiple symptoms in breast cancer patients receiving radiotherapy. Studies from all over the world report CRCI in breast cancer patients, since treatment protocols are implemented almost identically in western countries. This project will bring the long-term management of CRCI among breast cancer patients to the forefront of personalized care, and provide a better understanding of possible contributions of genetic variations of common neurotransmitters (i.e., catecholamines and serotonin) increased CRCI burden. A non-pharmacological intervention (i.e., acupuncture) may prove efficacious and effective for alleviating CRCI. The study will contribute to precision medicine research in Switzerland.",NA,external_funding,Active,4516331,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Schier, Alexander",NA,Departement Biozentrum / Cell and Developmental Biology (Schier),HFSP Fellowship Stipend: Annika Nichols,2019,"The neuronal and genetic regulation of sleep and arousal in zebrafish Humans spend approximately one third of their lives asleep, but the genetic and neural circuits underlying this state are poorly understood. Sleep and wake are two disparate physiological and neural states. Therefore, arousing- and sleep-promoting circuits must interact to ensure that the correct state is efficiently established and maintained. To better understand sleep and arousal regulation in vertebrates, I will use two approaches to identify circuits and genes underlying these processes in zebrafish. Aim 1: Restless leg syndrome (RLS) is a sensorimotor disorder that causes leg movements especially during periods of rest or sleep and is a leading cause of insomnia. Genes linked to RLS provide an entry point into the circuits that promote arousal and disrupt sleep. Zebrafish homolog knockouts of the RLS-linked genes Meis1 and Skor1 induce hyperactivity and sleep fragmentation. I will identify what circuit changes underlie these phenotypes. Aim 2: I will develop a novel and non-invasive neuronal activity recording system to identify sleep- or wake-active cells. This system will convert neuronal activity into patterns of CRISPR/Cas9-mediated editing of a DNA barcode during inducible time windows. I will combine single-cell RNA-sequencing and activity recording to identify neurons that regulate sleep and wake. Together, these aims will identify sleep and arousal circuits and provide the foundation for my long-term goal of understanding how sleep and wake states are generated and maintained.",NA,external_funding,Active,4501048,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kachi, Aya",NA,Departement Wirtschaftswissenschaften / Political Economics of Energy Policy (Kachi),The Political Economy of Coal Policy: Comparative Analyses of Stakeholder Strategies and Resource Industries' Embeddedness in the International Economy,2019,"Discontinuation policies such as phase-out of coal must be considered for low-carbon transitions. Yet a phase-out policy as a way to destabilize incumbent socio-technical regimes has drawn limited attention, unlike ""phase-in"" of clean technologies. Coal is still a major energy supply and largest source of CO2 emissions in many countries. We conduct a comparative case study to investigate why some jurisdictions covered more ground in coal phase-out while others failed to bring it even on the political agenda. Since phase-out policies are especially prone to political contestations, we focus on actors influencing national energy policies, their interests and agency to explain the different trajectories across cases with respect to coal phase-out.  This project focuses on in-depth analyses of 4 cases; Alberta (Canada), Australia, Germany and Japan. They are all large CO2 emitters, but their coal phase-out trajectories are diverse. Their trajectories display counter- evident patterns to theory-driven expectations in political economy and transition research, given their coal production and trade profile. To explain this gap, we adapt an interdisciplinary approach in analyzing the evolution of discourses, actors' resource endowments and their practices. We employ mixed methods consisting of surveys, document analysis and semi-structured interviews, followed both by qualitative and quantitative analyses. A comparative analysis contributes to theory-building in enactment of phase-out policies and the role of agency in destabilization of socio-technical regimes. The project will yield practically relevant insights for transition forerunners and policymakers in developing strategies for disrupting path- dependency of unsustainable technologies hindering low-carbon transitions.",NA,external_funding,Active,4509062,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,522,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pieters, Jean",NA,Departement Biozentrum / Biochemistry (Pieters),Analysis of Substrate Phosphorylation by a Virulence Factor from Mycobacterium tuberculosis to Modulate of Host Defence Responses,2019,"Mycobacterium tuberculosis, one of the most notorious pathogens on earth, hasevolved to evade host immunodetection at multiple levels. The applicants of thescientific exchange proposal have obtained preliminary evidence that a well-known virulence factor produced by M. tuberculosis, the serine/threonine kinase protein kinase G (PknG), modu;lates macrophage biology through its kinase activity. The goal of the scientific exchange is to thoroughly characterize the events associated with this mechanism. This work will on the one hand help to uncover a hitherto unknown virulence mechanism employed by M. tuberculosis, and on the other hand further strengthen the existing collaboration between our laboratories.",Mycobacterium tuberculosis; Virulence mechanisms; Host response; Interferon-gamma,external_funding,Completed,4500087,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ludyga, Sebastian",NA,"Departement Sport, Bewegung und Gesundheit / Sportwissenschaften (Pühse)",Judo as adjunct therapy for children with ADHD: neurocognitive effects on executive function,2019,"Background: Deficits in executive function (i.e. top-down mental processes for achieving internal goals) are considered to be at the core of academic underperformance and emotional as well as social problems in Attention-Deficit/Hyperactivity Disorder (ADHD). Although pharmacological treatment with methylphenidate (MPH) reduces these deficits, it does not normalize the recipients in the long-term. Evidence, albeit limited, suggests that exercise may enhance the cognitive benefits of pharmacological treatment. Due to a unique combination of physical exertion, cognitive demands and promotion of discipline, martial arts particularly have the potential to be an effective additional component of ADHD therapy. However, possible benefits of martial arts have not yet been examined in children with ADHD. Purpose: The study aims to examine the effects of a 12-week judo training program on executive function and behavioral symptoms in children with ADHD. Possible benefits are investigated on a neurocognitive level to gain insights on the subtle processes that may contribute to exercise-induced enhancements within this cognitive domain. Additionally, the association between changes in neurophysiological indices of executive function and gains in motor skills as well as aerobic fitness are examined. Method: The study utilizes a randomized-controlled design, in which 56 children with ADHD are allocated to a martial arts group or a (wait-list) control group in a 1:1 ratio. Whereas the control group is encouraged to maintain their usual sports participation, a 12-week martial arts program with 120-min per week is prescribed to the martial arts group. Prior to and after the intervention period, computer-based versions of the Go/NoGo task and the Change Detection task are administered. Simultaneously, event-related brain potentials (ERP) related to inhibitory processing (P300 elicited from the Go/NoGo task) and working memory capacity (CDA elicited from the Change Detection task) are recorded via electroencephalography. Participants' behavioral symptoms, aerobic fitness and motor skills are also measured at both measurement time points. Moreover, intelligence, pubertal status, socioeconomic status and general physical activity levels are assessed as potential confounders.",NA,external_funding,Active,4514653,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Förster, Till; Koechlin, Lucy",NA,Departement Gesellschaftswissenschaften / Visuelle und politische Ethnologie (Förster),Life in the West African Savannah since the 1970s: Hegemony and autonomy,2019,"Over the past decades, life in Africa underwent dramatic changes. Whilst the first two decades after independence were still informed by narratives of hope and promises of a better future, the economic crises and the incisive Structural Adjustment Programmes at the end of the 1970s ushered a new era of what was later labelled as ""the lost decade"". Since then, many African countries lurched from one crisis to the next. Even stronger states as Côte d'Ivoire - once the ""African miracle"" - experienced severe downturns that led into prolonged crises and eventually into a decade of rebellion and civil war. However, the decades after 1980 were not merely a time of decline and muddling through - as some analysts claim -, they were also and sometimes even predominantly a time of social and political reconfiguration which lead many Africans to remodel their own future. Côte d'Ivoire's northern savannahs are no exception: when the post-colonial state weakened, local communities began to contest its hegemony; their repression and exclusion from political participation. They increasingly sought for more autonomous forms of social organisation. This transformation continues to affect all spheres of life, in particular social organisation at the local level. Acephalous forms of social structuration resurface in many rural areas, but to some extent also in urban neighbourhoods where neither state nor rebel governance delivered what the populace expected. In other places, stronger regimes could establish themselves, building on state as well as non-state repertoires of governance. Today, different and often diverging forms of social organisation and governance co-exist, which allows ordinary people to situate themselves in a context of their choice. The longue durée of these social and political transformations has been documented by Till Förster since 1979 when he began to conduct field work in the area on a regular basis. Building on a total of nine years of field research that also include the military insurgency 2002-2011 and its aftermath, this project aims at answering three related questions that are central to understand these transformations: - How do individual and collective actors relate to each other and structure the social? - How do diverging social and political regimes articulate to each other? - What can we learn from these transformations with regard to social and political theory? The project is sub-divided into two parts: Part I covers the scholarly dimension by elaborating on the theme of hegemony and autonomy. This part is the subject of the SNSF application for funding. Part II narrates the the visual dimension of these transformations on the basis of the applicants photographic archive collected since 1979. This part is the subject of a separate application for funding related to an exhibition and catalogue at the Museum der Kulturen Basel and the Fotomuseum Museum Winterthur that will also travel to African partner institutions. Part I Hegemony and Autonomy (SNSF funding) has two aims: a) the descriptive conflation and analysis of ethnographic findings from 1979 through the present, and b) their scrutinisation within the larger framework of social and political theory. Three Work Packages will I make older ethnographic data accessible. A student assistant is needed for this part. WP II fills minor research gaps by two short fieldtrips to trace social change into the present. This supplemental research will be conducted in the places where field work was already conducted since the 1970s, based on the Emic Evaluation Approach as strictly inductive methodology that has been adopted successfully in several SNSF-funded research projects on violent conflicts in Africa since about two decades. WP III consists of deskwork and regular exchanges with eminent scholars in the field but mainly of conceiving and writing a comprehensive book relevant to general debates in theories of social change. For this part, an experienced scientific collaborator is needed who can also teach and publish together with the applicant. The project is embedded in an international network of research partnerships. African partners are three regional universities (Korhogo, Bouaké, Bobo Dioulasso), other international partners come from the AEGIS network in Europe. Established partnerships also exist with Harvard University, Darmouth College, Stanford University, Paris I Panthéon Sorbonne and the IDS at the University of Sussex.","governance, politics, segmentary social order, acephalous societies, social change",external_funding,Active,4514555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Treves, Susan",NA,Departement Biomedizin / Perioperative Patient Safety (Girard/Treves),Pharmacological strategies to enhance muscle function in congenital myopathies,2019,"Calcium is a universal second messenger regulating different biological functions from muscle contraction and neuronal excitability, to gene transcription and cell death. Physiologically, Ca2+ signals result both from the release of Ca2+ from intracellular stores (endo/sarcoplasmic reticulum) as well as influx from the extracellular environment, via the opening of channels on the plasma membrane. The Ca2+ that is stored in the endoplasmic/sarcoplasmic reticulum is released into the cytoplasm via the opening of intracellular calcium channels belonging to the inositol trisphosphate receptor and ryanodine receptor family.Type 1 ryanodine receptor (RyR1) is the channel responsible for releasing Ca2+ from skeletal muscle sarcoplasmic reticulum after plasma membrane depolarization. RyR1plays a fundamental role in muscle physiology as illustrated by the fact that ryr1-/- mice die immediately after birth and that in humans, mutations in RYR1, the gene encoding the RyR1, lead to several neuromuscular disorders including Malignant Hyperthermia, Core myopathies, Centronuclear myopathy, Congenital Fiber Type Dysproportion and exertional heat stroke. The disease phenotype resulting from RYR1 mutations largely depends on their location within the RYR1 coding sequence and whether the mutations are dominant or recessive. Dominant mutations are more commonly associated with the Malignant Hyperthermia Susceptibility/exertional rhabdomyolysis and Central Core Disease phenotypes, while most cases of Multiminicore Disease, Centronuclear myopathy and Congenital Fiber Type Dysproportion phenotypes are associated with recessive mutations. From a general point of view, dominant RYR1 mutations affect the biophysical properties of the Ca2+ channel, while recessive mutations have a more modest effect on the biophysical properties of the Ca2+ channel, and their precise mode of action has not been investigated in detail. A consistent finding in muscle biopsies of patients with autosomal recessive RYR1 myopathies is the significant decrease of RyR1 protein; a decrease in sarcoplasmic reticulum Ca2+ channels would be associated with less Ca2+ release leading to less efficient muscle contraction and weaker muscles. In the past few years our research has focused on understanding the mechanisms responsible for the drastic decrease in RyR1 content. Our results have shown that profound epigenetic modifications occur in muscles of patients with recessive RYR1 mutations, including RYR1 CpG island hyper-methylation, decrease in muscle-specific microRNA content and abnormal expression of class II histone deacetylases. Interestingly, a decrease in RyR1 protein in the muscles of patients with congenital myopathies caused by mutations in other genes including MTM1, SELENON, NEB hve also been observed, indicating that a common pathomechanism of disease, consequent to the primary genetic mutation, may exist.The aim of this project is to gain insight into the mechanisms causing the epigenetic modifications and validate whether they represent valid pharmacological targets. In order to do this we will use a knock in animal model we have generated, carrying two RYR1 mutations that were identified in a severely affected patient (namely RYR1 p.Q1970fx/p.A4329D). We will examine whether (i) skeletal muscles from the mouse model exhibit similar pathophysiological and epigenetic changes as those reported in human patients and (ii) investigate whether class II HDAC and DNA methyltransferase inhibitors constitute suitable pharmacological agents to improve the muscle function of the RYR1 mutant mouse model. Additionally we will investigate the muscles of human patients with congenital myopathies that share as a common feature reduced RyR1 protein content, in order to verify whether common molecular signatures caused by the altered activity of enzymes involved in chromatin modification (HDACs and DNA methylating enzymes) occur. We think that discovering a common pharmacological target downstream the primary genetic defect could potentially benefit a large number of patients with congenital myopathies of diverse genetic causes.",NA,external_funding,Active,4500636,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,526,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Meuwly, Markus",NA,Departement Chemie / Physikalische Chemie (Meuwly),Intermolecular Interactions and the Role of Dynamics for Chemical Reactions in Complex Systems,2019,"The goal of this project is to develop, implement and apply computational strategies to characterize, understand and eventually predict properties of complex chemical and biochemical systems at a molecular level. To this end, techniques including multipolar force fields, (adiabatic) reactive molecular dynamics and neural network-based potential energy surfaces are further developed and used. Multipole force fields will be extended to treat general spectroscopic applications (1- and 2-dimensional infrared spectroscopy), using fluctuating multipoles and describing the energetics of the nuclear degrees of freedom with reproducing kernels. Applications include spectroscopic probes such as -CO, -NO and -N3 for which accurate, fully dimensional potential energy surfaces can be calculated. This will be used to characterize the site-specific dynamics and functional motions of proteins such as insulin, lysozyme, myoglobin and nitrophorin in solution. For insulin, analysis of motions at the dimerization interface will be used to quantify the physiologically relevant monomer/dimer equilibrium which is difficult to do with experimentally established, thermodynamic approaches. To account for vibrational coherences, partial linearized density matrix (PLDM) propagation will be generalized for vibrational dynamics (vPLDM). Nitrosylation of nitrophorin will investigate molecular determinants of NO-signaling in a protein. To study chemical reactions in the gas phase we will use machine learning within the PhysNet neural network architecture to generate fully-dimensional, reactive potential energy surfaces. Here, applications focus on systems relevant to atmospheric chemistry, including isomerization and decomposition reactions of acetaldehyde and pyruvic acid for which fragmentation patterns and final state distributions are important for subsequent reactions. In a next step, PhysNet will be used to investigate double proton transfer in the gas phase and in solution with the aim to characterize the role of solvent in chemical reactions at a molecular level. The present proposal involves two research themes: 1) reactive simulations in the gas- and condensed phase and 2) computational vibrational spectroscopy which both require accurate representations of the intermolecular interactions.",Computational Vibrational Spectroscopy; Multipolar Force Fields; Force Fields; Reactive Dynamics; Protein-Ligand Interactions; Molecular Dynamics; QM/MM Simulations; Machine Learning,external_funding,Active,4514584,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
